,Acoerulea,Aduranensis,Aipaensis,Alyrata,Aofficinalis,Athaliana,Atrichopoda,Bdistachyon,Boleracea,Brapa,Bvulgaris,Cannuum,Cclementina,Clanatus,Cmelo,Cpapaya,Crubella,Csativus,Cviolacea,Egrandis,Eguineensis,Esalsugineum,Fvesca,Fxananassa,Gmax,Graimondii,Gsoja,Ljaponicus,Macuminata,Mdomestica,Mesculenta,Mguttatus,Mtruncatula,Nattenuata,Nnucifera,Osativa,Othomaeum,Paxillaris,Phallii,Ppersica,Ptrichocarpa,Pvirgatum,Pvulgaris,Pxbretschneideri,Rchinensis,Roccidentalis,Sbicolor,Sitalica,Slycopersicum,Smelongena,Spolyrhiza,Stuberosum,Sviridis,Tcacao,Vcorymbosum,Vvinifera,Zjujuba,Zmays,Total
OG0008444,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,3,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,2,1,4,1,1,2,76
OG0008446,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,5,3,1,76
OG0008447,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,3,1,1,2,1,1,0,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,3,1,3,1,76
OG0008448,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,2,1,2,2,1,2,3,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,5,1,1,1,76
OG0008449,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,0,1,1,3,1,2,1,0,1,1,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,76
OG0008450,1,1,1,1,3,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008451,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,5,2,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,0,1,1,3,1,1,1,76
OG0008452,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,8,1,1,1,76
OG0008453,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,3,1,1,2,3,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,0,1,1,3,1,1,1,76
OG0008455,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,3,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,4,1,1,1,76
OG0008456,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,5,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,76
OG0008457,1,1,1,1,2,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,0,1,1,3,1,1,2,76
OG0008458,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,7,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008460,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,6,3,0,2,76
OG0008462,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,76
OG0008463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,76
OG0008464,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,2,1,1,3,1,1,1,76
OG0008465,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,3,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,5,2,1,3,76
OG0008466,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,3,1,2,1,1,2,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008467,1,2,3,1,1,1,1,1,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008469,1,2,1,1,3,1,1,2,2,2,1,0,1,1,1,1,1,1,1,1,2,1,1,6,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,0,1,1,2,1,3,1,1,1,76
OG0008470,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,5,2,1,2,2,2,2,1,0,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008472,2,0,1,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,76
OG0008473,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,5,3,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,5,1,1,1,76
OG0008474,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,3,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,8,1,1,1,76
OG0008475,1,1,1,1,2,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,6,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,76
OG0008476,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,3,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,0,1,1,4,2,1,1,76
OG0008478,4,1,1,1,0,1,1,2,0,1,1,2,1,1,1,1,1,1,2,1,1,1,2,3,2,3,2,1,1,1,1,1,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,3,76
OG0008479,2,1,1,1,1,1,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,10,1,2,1,1,1,1,1,1,1,1,1,1,1,76
OG0008480,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,76
OG0008481,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,1,3,2,1,1,2,76
OG0008486,1,3,3,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,4,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,0,1,1,1,1,1,1,3,1,4,1,1,1,76
OG0008489,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,1,3,1,1,1,1,2,2,1,2,4,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008490,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,2,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,76
OG0008491,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,9,1,1,1,2,1,2,1,1,0,1,1,1,0,1,1,1,1,2,1,0,1,2,1,1,1,1,1,1,1,1,7,1,1,1,76
OG0008492,3,1,1,1,2,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,3,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,2,2,1,1,1,1,1,76
OG0008493,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,76
OG0008494,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,3,1,1,2,2,2,1,1,2,3,1,1,1,76
OG0008495,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,2,3,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,4,1,0,1,76
OG0008496,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,3,2,1,2,1,1,3,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,76
OG0008497,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,76
OG0008498,1,2,4,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,4,1,1,1,76
OG0008500,2,2,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,2,1,3,1,1,1,5,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008502,1,2,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008503,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,4,2,1,2,0,1,2,2,1,1,1,2,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,2,1,76
OG0008504,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,2,1,1,3,3,1,1,1,0,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,1,76
OG0008505,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,5,2,1,2,2,1,3,1,1,1,1,1,2,1,1,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,0,4,1,1,1,76
OG0008506,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,0,1,3,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,2,76
OG0008510,1,1,1,1,2,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,1,1,4,1,2,1,76
OG0008511,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,5,2,2,2,3,0,1,1,1,1,1,1,1,1,4,1,2,1,76
OG0008512,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,0,1,1,4,1,1,2,76
OG0008513,2,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,2,5,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,3,1,76
OG0008514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,3,1,1,1,3,3,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,1,3,2,1,1,76
OG0008515,1,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,3,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,76
OG0008516,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,1,2,1,1,4,2,1,2,1,2,2,1,1,3,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,3,2,2,2,76
OG0008517,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,4,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,76
OG0008518,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,3,1,5,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,0,1,1,1,76
OG0008519,1,0,0,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,4,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,2,2,1,1,1,1,2,1,0,2,1,5,76
OG0008521,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,5,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,4,1,1,1,76
OG0008522,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,1,2,1,1,2,1,1,1,0,1,1,2,1,2,1,2,1,3,1,1,1,1,1,1,1,1,3,1,1,2,76
OG0008523,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,4,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008525,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,4,3,1,1,76
OG0008526,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,4,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,4,1,1,1,76
OG0008527,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,1,1,1,1,1,1,1,1,5,1,1,1,76
OG0008528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,4,76
OG0008530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,2,1,2,1,1,3,1,1,1,1,1,1,3,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,76
OG0008531,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,76
OG0008532,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,4,3,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,0,1,1,3,1,1,1,76
OG0008533,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,5,1,1,2,76
OG0008535,1,1,1,2,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,4,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,2,2,76
OG0008536,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,2,3,1,1,1,1,1,2,0,1,1,3,2,1,1,76
OG0008537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,3,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,4,1,1,1,76
OG0008538,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,2,76
OG0008539,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,5,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,1,2,1,76
OG0008540,1,0,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,1,1,2,1,1,1,0,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,2,2,2,76
OG0008541,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,3,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,7,1,1,1,76
OG0008542,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,3,1,1,1,1,1,1,3,1,1,2,76
OG0008543,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,0,2,2,4,1,1,1,76
OG0008544,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,1,1,1,4,1,1,1,2,4,1,1,1,76
OG0008545,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,3,1,3,2,1,2,1,1,1,1,1,1,0,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,76
OG0008546,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,1,2,2,3,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008547,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,4,1,2,1,76
OG0008549,1,1,1,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,2,4,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,76
OG0008551,1,2,2,1,1,1,0,1,1,1,1,2,1,1,2,1,1,0,1,1,1,1,1,6,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,3,0,1,1,1,4,1,1,1,76
OG0008552,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,5,1,1,1,1,1,2,1,1,3,1,1,5,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,76
OG0008554,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,2,2,1,2,1,2,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,1,1,1,4,1,2,1,76
OG0008555,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008556,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,4,2,1,1,1,1,1,1,1,1,3,1,2,1,76
OG0008557,1,3,1,1,2,1,2,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,4,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,76
OG0008559,1,1,1,1,1,1,1,1,2,2,1,2,0,1,1,1,1,1,1,1,2,1,1,4,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,76
OG0008560,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,76
OG0008561,1,1,0,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,7,2,1,2,1,1,1,8,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,0,1,1,1,76
OG0008563,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,76
OG0008564,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,1,1,1,2,3,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,0,1,1,1,1,2,1,2,1,1,3,3,1,1,2,76
OG0008565,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,1,1,1,1,1,0,1,1,4,1,1,1,76
OG0008567,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,4,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,0,1,1,3,1,1,1,76
OG0008568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,2,0,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,1,1,2,1,1,1,1,1,6,3,0,0,76
OG0008569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,3,1,0,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,3,2,1,0,1,2,3,1,1,1,76
OG0008570,1,1,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,4,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,1,1,1,1,1,4,1,1,1,76
OG0008571,1,1,1,1,2,1,1,1,1,3,1,1,1,2,2,1,1,2,1,1,1,1,1,3,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1,1,1,1,1,1,3,1,1,1,76
OG0008572,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,4,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3,1,1,1,1,1,1,1,1,1,3,1,1,2,76
OG0008573,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,1,2,4,3,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,76
OG0008574,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,8,2,1,2,76
OG0008575,1,2,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,3,1,1,1,1,2,1,1,1,1,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,76
OG0008576,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,7,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,76
OG0008578,2,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,76
OG0008579,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,6,1,1,3,76
OG0008580,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,5,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,76
OG0008581,1,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,76
