,tau,Feature
AT4G22220,0.177552521999718,AT4G22220
AT4G22230,0.801804227782081,AT4G22230
AT4G22235,0.566505237691031,AT4G22235
AT4G22240,0.2535635984782,AT4G22240
AT4G22250,0.268309498744284,AT4G22250
AT4G22260,0.137433176190102,AT4G22260
AT4G22270,0.440395752910723,AT4G22270
AT4G22280,0.227689590401338,AT4G22280
AT4G22285,0.106032366606224,AT4G22285
AT4G22290,0.214123004597398,AT4G22290
AT4G22300,0.185540864427028,AT4G22300
AT4G22305,0.353776465008581,AT4G22305
AT4G22310,0.142028210340582,AT4G22310
AT4G22320,0.20872888825881,AT4G22320
AT4G22330,0.218819210110618,AT4G22330
AT4G22340,0.233675725798854,AT4G22340
AT4G22350,0.256908072802939,AT4G22350
AT4G22360,0.233799889689786,AT4G22360
AT4G22370,0.409178851090177,AT4G22370
AT4G22380,0.228219625990426,AT4G22380
AT4G22390,0.403528849449726,AT4G22390
AT4G22400,0.840170775817238,AT4G22400
AT4G22410,0.892058078003666,AT4G22410
AT4G22430,0.829993510611438,AT4G22430
AT4G22440,0.925910735268659,AT4G22440
AT4G22460,0.967013946661593,AT4G22460
AT4G22463,NA,AT4G22463
AT4G22467,0.905000182972051,AT4G22467
AT4G22470,0.820704220098622,AT4G22470
AT4G22475,0.963568868466136,AT4G22475
AT4G22485,0.922355378727297,AT4G22485
AT4G22490,0.653585724860153,AT4G22490
AT4G22495,NA,AT4G22495
AT4G22505,0.921544239433565,AT4G22505
AT4G22510,1,AT4G22510
AT4G22513,0.94147414456156,AT4G22513
AT4G22517,0.816093944764594,AT4G22517
AT4G22530,0.357258390526681,AT4G22530
AT4G22520,NA,AT4G22520
AT4G22540,0.166630393142322,AT4G22540
AT4G22550,0.251520541922471,AT4G22550
AT4G22560,0.321528555306776,AT4G22560
AT4G22570,0.230316834249062,AT4G22570
AT4G22580,0.245607928389442,AT4G22580
AT4G22590,0.390846701559992,AT4G22590
AT4G22600,0.897402366959707,AT4G22600
AT4G22610,0.918261786968416,AT4G22610
AT4G22620,0.639944328558886,AT4G22620
AT4G22630,0.778570639109504,AT4G22630
AT4G22640,0.890601246678815,AT4G22640
AT4G22650,0.943572859619575,AT4G22650
AT4G22660,0.937562000278484,AT4G22660
AT4G22666,0.919361353200184,AT4G22666
AT4G22670,0.166780032885732,AT4G22670
AT4G22680,0.595959451092176,AT4G22680
AT4G22690,0.375416668220481,AT4G22690
AT4G22700,0.905368595805843,AT4G22700
AT4G22710,0.71945582516234,AT4G22710
AT4G22720,0.138084226539403,AT4G22720
AT4G22730,0.405497031104166,AT4G22730
AT4G22740,0.189948498408293,AT4G22740
AT4G22745,0.226276695712226,AT4G22745
AT4G22750,0.183938148332033,AT4G22750
AT4G22755,0.427142130339882,AT4G22755
AT4G22756,0.154030401868848,AT4G22756
AT4G22758,0.420780198586419,AT4G22758
AT4G22760,0.26015785820257,AT4G22760
AT4G22770,0.293655473457712,AT4G22770
AT4G22780,0.300764568849534,AT4G22780
AT4G22790,0.443172775719978,AT4G22790
AT4G22810,0.753937430969142,AT4G22810
AT4G22820,0.209427647767171,AT4G22820
AT4G22830,0.224915579665118,AT4G22830
AT4G22840,0.173339039024006,AT4G22840
AT4G22850,0.241507692023687,AT4G22850
AT4G22860,0.324583745370118,AT4G22860
AT4G22870,0.93383229690741,AT4G22870
AT4G22880,0.532280509498196,AT4G22880
AT4G22890,0.224682126389666,AT4G22890
AT4G22900,0.510649234188743,AT4G22900
AT4G22910,0.297510872571593,AT4G22910
AT4G22920,0.435463631026809,AT4G22920
AT4G22930,0.161270739673973,AT4G22930
AT4G22940,0.4824222261213,AT4G22940
AT4G22950,0.674373574146675,AT4G22950
AT4G22960,0.64505052014921,AT4G22960
AT4G22970,0.217445891934282,AT4G22970
AT4G22980,0.376627808535065,AT4G22980
AT4G22990,0.256471521788056,AT4G22990
AT4G23000,0.306904523730845,AT4G23000
AT4G23010,0.204142183407818,AT4G23010
AT4G23015,0.910327526165543,AT4G23015
AT4G23020,0.397265218789217,AT4G23020
AT4G23030,0.549754373851881,AT4G23030
AT4G23040,0.210307310194385,AT4G23040
AT4G23050,0.252382305697839,AT4G23050
AT4G23060,0.351569944756919,AT4G23060
AT4G23070,0.582694502649094,AT4G23070
AT4G23080,0.894664163248285,AT4G23080
AT4G23090,0.907208386349206,AT4G23090
AT4G23100,0.14623483371126,AT4G23100
AT4G23110,0.844993063206425,AT4G23110
AT4G23120,0.872684639292622,AT4G23120
AT4G23130,0.498517135837063,AT4G23130
AT4G23140,0.657585645243755,AT4G23140
AT4G23150,0.79168528301751,AT4G23150
AT4G23160,0.702545912489474,AT4G23160
AT4G23170,0.431418890703106,AT4G23170
AT4G23180,0.296018807835783,AT4G23180
AT4G23190,0.370523305066846,AT4G23190
AT4G23200,0.756595952190998,AT4G23200
AT4G23210,0.725781633315253,AT4G23210
AT4G23220,0.511869460456073,AT4G23220
AT4G23230,0.609901392218315,AT4G23230
AT4G23240,0.424357682692495,AT4G23240
AT4G23250,0.349775381125778,AT4G23250
AT4G23260,0.562309659205676,AT4G23260
AT4G23270,0.436909729936092,AT4G23270
AT4G23271,NA,AT4G23271
AT4G23280,0.806826685006624,AT4G23280
AT4G23290,0.681774308145081,AT4G23290
AT4G23300,0.558180155318389,AT4G23300
AT4G23310,0.674326372467239,AT4G23310
AT4G23320,0.719442762982267,AT4G23320
AT4G23330,0.0902611911027744,AT4G23330
AT4G23340,0.6542882324096,AT4G23340
AT4G23350,0.822607334577525,AT4G23350
AT4G23355,0.873383213000199,AT4G23355
AT4G23360,0.895823727460594,AT4G23360
AT4G23365,0.831834888687964,AT4G23365
AT4G23370,0.825284314179954,AT4G23370
AT4G23373,0.843072202325936,AT4G23373
AT4G23380,0.80170706109755,AT4G23380
AT4G23390,0.84986101089154,AT4G23390
AT4G23400,0.256492688200245,AT4G23400
AT4G23410,0.366266556581695,AT4G23410
AT4G23420,0.379764329291208,AT4G23420
AT4G23430,0.168040966983607,AT4G23430
AT4G23440,0.175002480750034,AT4G23440
AT4G23450,0.469458929354603,AT4G23450
AT4G23460,0.120610672464221,AT4G23460
AT4G23470,0.133403952289817,AT4G23470
AT4G23490,0.388087035329795,AT4G23490
AT4G23493,0.593139913696169,AT4G23493
AT4G23496,0.683812867536041,AT4G23496
AT4G23500,0.219735191996825,AT4G23500
AT4G23510,0.879614926671549,AT4G23510
AT4G23515,0.875039905496493,AT4G23515
AT4G23520,0.823155670900145,AT4G23520
AT4G23530,0.173343091412348,AT4G23530
AT4G23540,0.162806309264394,AT4G23540
AT4G23550,0.602222047100035,AT4G23550
AT4G23560,0.748295972526284,AT4G23560
AT4G23570,0.350550123257507,AT4G23570
AT4G23580,0.956927180491631,AT4G23580
AT4G23590,0.882619941900174,AT4G23590
AT4G23600,0.531479258103059,AT4G23600
AT4G23610,0.568291522823146,AT4G23610
AT4G23620,0.200267166121603,AT4G23620
AT4G23630,0.177298478360416,AT4G23630
AT4G23640,0.150638276233579,AT4G23640
AT4G23650,0.125467500156568,AT4G23650
AT4G23660,0.285388598560057,AT4G23660
AT4G23670,0.225818954983134,AT4G23670
AT4G23680,0.510080666699169,AT4G23680
AT4G23690,0.476678528541964,AT4G23690
AT4G23700,0.662993330226962,AT4G23700
AT4G23710,0.253680829515451,AT4G23710
AT4G23720,0.572648903740323,AT4G23720
AT4G23730,0.175112286800493,AT4G23730
AT4G23740,0.131398924623912,AT4G23740
AT4G23750,0.300951512841401,AT4G23750
AT4G23760,0.211438477899853,AT4G23760
AT4G23770,0.290715897388586,AT4G23770
AT4G23780,0.741414835157808,AT4G23780
AT4G23790,0.23897286021797,AT4G23790
AT4G23800,0.28336940058818,AT4G23800
AT4G23810,0.418551644725521,AT4G23810
AT4G23820,0.283335866527446,AT4G23820
AT4G23840,0.279158034682518,AT4G23840
AT4G23850,0.135937922357284,AT4G23850
AT4G23860,0.125587999187306,AT4G23860
AT4G23870,0.330560714698819,AT4G23870
AT4G23880,0.326988682247141,AT4G23880
AT4G23882,0.783506549487646,AT4G23882
AT4G23885,0.314650059658065,AT4G23885
AT4G23890,0.293842742491776,AT4G23890
AT4G23895,0.182946157197035,AT4G23895
AT4G23900,0.566496618528911,AT4G23900
AT4G23910,0.167996561726302,AT4G23910
AT4G23920,0.28980418637269,AT4G23920
AT4G23930,0.284757683048516,AT4G23930
AT4G23940,0.158680118163803,AT4G23940
AT4G23950,0.335557621104884,AT4G23950
AT4G23960,0.780729313967299,AT4G23960
AT4G23970,1,AT4G23970
AT4G23980,0.182541416051533,AT4G23980
AT4G23990,0.397335180899951,AT4G23990
AT4G24000,0.493814046124261,AT4G24000
AT4G24010,0.499124211906592,AT4G24010
AT4G24015,0.377151197557571,AT4G24015
AT4G24020,0.210639536532502,AT4G24020
AT4G24030,0.949843972544991,AT4G24030
AT4G24026,0.712837795220385,AT4G24026
AT4G24040,0.332310200800872,AT4G24040
AT4G24050,0.312345614388506,AT4G24050
AT4G24060,0.136861590444732,AT4G24060
AT4G24070,0.91739348329702,AT4G24070
AT4G24080,0.428273627397663,AT4G24080
AT4G24090,0.210348331157323,AT4G24090
AT4G24100,0.175878122226059,AT4G24100
AT4G24110,0.529819149248252,AT4G24110
AT4G24120,0.304155263385916,AT4G24120
AT4G24130,0.345816675507902,AT4G24130
AT4G24140,0.579107651964299,AT4G24140
AT4G24150,0.566944630625096,AT4G24150
AT4G24160,0.234848315846322,AT4G24160
AT4G24170,0.787576413921677,AT4G24170
AT4G24175,0.268696242681161,AT4G24175
AT4G24180,0.443347458463918,AT4G24180
AT4G24190,0.147055466060784,AT4G24190
AT4G24200,0.190558258089239,AT4G24200
AT4G24204,0.9128893700904,AT4G24204
AT4G24210,0.148597685221661,AT4G24210
AT4G24220,0.225940241820772,AT4G24220
AT4G24230,0.254398872397018,AT4G24230
AT4G24231,0.719525985695143,AT4G24231
AT4G24240,0.207340548343997,AT4G24240
AT4G24250,0.346959979357111,AT4G24250
AT4G24260,0.507004770827532,AT4G24260
AT4G24265,0.420028844688314,AT4G24265
AT4G24270,0.14136215197718,AT4G24270
AT4G24275,0.452911267599515,AT4G24275
AT4G24280,0.202279082991183,AT4G24280
AT4G24290,0.0837857831179345,AT4G24290
AT4G24300,0.9338462675341,AT4G24300
AT4G24310,0.887151744271669,AT4G24310
AT4G24320,0.220283986270032,AT4G24320
AT4G24330,0.125840040440832,AT4G24330
AT4G24340,0.758477996790001,AT4G24340
AT4G24350,0.341173660139074,AT4G24350
AT4G24370,0.351926079880667,AT4G24370
AT4G24380,0.500136052133169,AT4G24380
AT4G24390,0.239964455351462,AT4G24390
AT4G24400,0.298264644722757,AT4G24400
AT4G24410,0.70110294432125,AT4G24410
AT4G24413,0.671590619781099,AT4G24413
AT4G24420,0.700108384038788,AT4G24420
AT4G24430,0.456379561862706,AT4G24430
AT4G24440,0.1940476415769,AT4G24440
AT4G24450,0.353321985525162,AT4G24450
AT4G24460,0.190323740505556,AT4G24460
AT4G24470,0.122815777087055,AT4G24470
AT4G24480,0.296373161570666,AT4G24480
AT4G24490,0.0959108762267756,AT4G24490
AT4G24500,0.092705176791391,AT4G24500
AT4G24510,0.272955156540424,AT4G24510
AT4G24520,0.100888737753239,AT4G24520
AT4G24530,0.195926713261126,AT4G24530
AT4G24540,0.536843663737247,AT4G24540
AT4G24550,0.0775491072958374,AT4G24550
AT4G24560,0.158374505616409,AT4G24560
AT4G24570,0.323941814414153,AT4G24570
AT4G24580,0.582305766073703,AT4G24580
AT4G24590,0.242299374778341,AT4G24590
AT4G24600,0.797258777124129,AT4G24600
AT4G24615,0.931181414375381,AT4G24615
AT4G24610,0.176032805865882,AT4G24610
AT4G24620,0.127609604772315,AT4G24620
AT4G24630,0.410614469238141,AT4G24630
AT4G24640,0.751101616199819,AT4G24640
AT4G24644,0.977684773841664,AT4G24644
AT4G24650,0.89470110190509,AT4G24650
AT4G24660,0.357255526377394,AT4G24660
AT4G24670,0.272989063102294,AT4G24670
AT4G24680,0.159227378576662,AT4G24680
AT4G24690,0.165366703026182,AT4G24690
AT4G24700,0.538996790218948,AT4G24700
AT4G24710,0.28508142602191,AT4G24710
AT4G24715,0.900358623635197,AT4G24715
AT4G24730,0.281538185417088,AT4G24730
AT4G24740,0.190786454913852,AT4G24740
AT4G24750,0.168121400186577,AT4G24750
AT4G24760,0.247452230073622,AT4G24760
AT4G24770,0.20213660584731,AT4G24770
AT4G24780,0.265953259183543,AT4G24780
AT4G24790,0.197781911188734,AT4G24790
AT4G24800,0.137178933109673,AT4G24800
AT4G24805,0.182273494408436,AT4G24805
AT4G24810,0.19848043017544,AT4G24810
AT4G24820,0.100332918733378,AT4G24820
AT4G24830,0.149077042265668,AT4G24830
AT4G24840,0.111081828981821,AT4G24840
AT4G24860,0.521484622183048,AT4G24860
AT4G24880,0.141119615529271,AT4G24880
AT4G24890,0.813433059427819,AT4G24890
AT4G24900,0.067117569089613,AT4G24900
AT4G24910,0.331848383611872,AT4G24910
AT4G24920,0.199249588680721,AT4G24920
AT4G24930,0.258885340163439,AT4G24930
AT4G24940,0.148510489917732,AT4G24940
AT4G24950,0.884054721277377,AT4G24950
AT4G24960,0.297815755862872,AT4G24960
AT4G24970,0.236752811599054,AT4G24970
AT4G24972,0.336841026387931,AT4G24972
AT4G24973,0.877663123416409,AT4G24973
AT4G24974,0.836642707344736,AT4G24974
AT4G24975,0.836031855948622,AT4G24975
AT4G24980,0.678788297168244,AT4G24980
AT4G24990,0.202247912913721,AT4G24990
AT4G25000,0.490466562731015,AT4G25000
AT4G25010,0.819643423347336,AT4G25010
AT4G25020,0.278933384309651,AT4G25020
AT4G25030,0.205533678401497,AT4G25030
AT4G25040,0.874168446625724,AT4G25040
AT4G25050,0.219468471897493,AT4G25050
AT4G25070,0.564534976785603,AT4G25070
AT4G25080,0.183796637946355,AT4G25080
AT4G25090,0.850694132085005,AT4G25090
AT4G25100,0.268803800764618,AT4G25100
AT4G25110,0.683129836371717,AT4G25110
AT4G25120,0.20396382109189,AT4G25120
AT4G25130,0.211112539089374,AT4G25130
AT4G25140,0.854214962535827,AT4G25140
AT4G25150,0.565607503670608,AT4G25150
AT4G25160,0.471218204566832,AT4G25160
AT4G25170,0.345157628264257,AT4G25170
AT4G25180,0.211855072535049,AT4G25180
AT4G25190,0.862477364046079,AT4G25190
AT4G25200,0.844058395191782,AT4G25200
AT4G25210,0.176841937394618,AT4G25210
AT4G25220,0.800287324603693,AT4G25220
AT4G25225,0.205833227208399,AT4G25225
AT4G25230,0.278508173870954,AT4G25230
AT4G25240,0.398522426660534,AT4G25240
AT4G25250,0.928323719465718,AT4G25250
AT4G25260,0.33198275884042,AT4G25260
AT4G25270,0.192437620356264,AT4G25270
AT4G25280,0.195976366453374,AT4G25280
AT4G25290,0.292752677805281,AT4G25290
AT4G25300,0.300231292649723,AT4G25300
AT4G25310,0.758240019770676,AT4G25310
AT4G25315,0.313928610960422,AT4G25315
AT4G25320,0.169359309625315,AT4G25320
AT4G25330,0.739816522393767,AT4G25330
AT4G25340,0.297109085230398,AT4G25340
AT4G25350,0.535899324686736,AT4G25350
AT4G25360,0.152798167494136,AT4G25360
AT4G25370,0.118703974876541,AT4G25370
AT4G25380,0.663489291748616,AT4G25380
AT4G25390,0.378462156244812,AT4G25390
AT4G25400,0.931506985871049,AT4G25400
AT4G25410,0.706455286296715,AT4G25410
AT4G25420,0.492309654461143,AT4G25420
AT4G25430,0.809503669323075,AT4G25430
AT4G25433,0.643658097061401,AT4G25433
AT4G25434,0.592815467738243,AT4G25434
AT4G25440,0.172298115230805,AT4G25440
AT4G25450,0.180866855159585,AT4G25450
AT4G25470,0.579953595430495,AT4G25470
AT4G25480,0.550789408308115,AT4G25480
AT4G25490,0.508001404559842,AT4G25490
AT4G25500,0.186798627574094,AT4G25500
AT4G25510,0.194751789312333,AT4G25510
AT4G25515,0.108942562596831,AT4G25515
AT4G25520,0.172552766572709,AT4G25520
AT4G25530,0.695146424042662,AT4G25530
AT4G25540,0.363636540241583,AT4G25540
AT4G25550,0.110105276870555,AT4G25550
AT4G25560,0.904742231510545,AT4G25560
AT4G25570,0.191288975429465,AT4G25570
AT4G25580,0.812266712299443,AT4G25580
AT4G25590,0.817428610631534,AT4G25590
AT4G25600,0.181031221323082,AT4G25600
AT4G25610,0.287013126897821,AT4G25610
AT4G25620,0.185666708371113,AT4G25620
AT4G25630,0.26592550063685,AT4G25630
AT4G25640,0.222066723698307,AT4G25640
AT4G25650,0.209853392727012,AT4G25650
AT4G25660,0.210289174517999,AT4G25660
AT4G25670,0.209220820697782,AT4G25670
AT4G25680,0.165766419227171,AT4G25680
AT4G25690,0.317036408264441,AT4G25690
AT4G25700,0.302676380961435,AT4G25700
AT4G25707,0.452665615316989,AT4G25707
AT4G25710,0.228881104001448,AT4G25710
AT4G25720,0.112405541601773,AT4G25720
AT4G25730,0.161179003580518,AT4G25730
AT4G25740,0.206510313502786,AT4G25740
AT4G25750,0.591343008355401,AT4G25750
AT4G25760,0.551554364564582,AT4G25760
AT4G25770,0.132021782337332,AT4G25770
AT4G25780,0.636666412734504,AT4G25780
AT4G25790,0.853560785832622,AT4G25790
AT4G25800,0.207040682156625,AT4G25800
AT4G25810,0.500878105083896,AT4G25810
AT4G25820,0.847439098612807,AT4G25820
AT4G25830,0.336702669772295,AT4G25830
AT4G25835,0.330530496151846,AT4G25835
AT4G25840,0.145961800692221,AT4G25840
AT4G25845,0.864265481245809,AT4G25845
AT4G25850,0.52509476538848,AT4G25850
AT4G25860,0.626514247874862,AT4G25860
AT4G25870,0.209048422562628,AT4G25870
AT4G25880,0.102545019913253,AT4G25880
AT4G25890,0.268374592146664,AT4G25890
AT4G25900,0.450977514148498,AT4G25900
AT4G25910,0.168724762720247,AT4G25910
AT4G25920,0.683924355399866,AT4G25920
AT4G25930,0.877523685698121,AT4G25930
AT4G25940,0.396244539932092,AT4G25940
AT4G25950,0.756737188992057,AT4G25950
AT4G25960,0.267841938916115,AT4G25960
AT4G25970,0.158087686437645,AT4G25970
AT4G25980,0.366315411258753,AT4G25980
AT4G25990,0.529048891900249,AT4G25990
AT4G26000,0.197478276924934,AT4G26000
AT4G26010,0.749809626999646,AT4G26010
AT4G26020,0.550622982213825,AT4G26020
AT4G26030,0.842447383433089,AT4G26030
AT4G26040,0.896396899791335,AT4G26040
AT4G26050,0.829497227687341,AT4G26050
AT4G26055,0.332900646150589,AT4G26055
AT4G26060,0.286533918380987,AT4G26060
AT4G26070,0.265071280891995,AT4G26070
AT4G26080,0.265440206287533,AT4G26080
AT4G26090,0.189359102046388,AT4G26090
AT4G26100,0.251743834202795,AT4G26100
AT4G26110,0.176970647258143,AT4G26110
AT4G26120,0.635554474792483,AT4G26120
AT4G26130,0.183992343624822,AT4G26130
AT4G26140,0.21893962592421,AT4G26140
AT4G26145,0.950951368525658,AT4G26145
AT4G26150,0.470463142518888,AT4G26150
AT4G26160,0.139090888391749,AT4G26160
AT4G26170,0.510864622883412,AT4G26170
AT4G26180,0.319326000086081,AT4G26180
AT4G26190,0.128042768822913,AT4G26190
AT4G26200,0.803727401646365,AT4G26200
AT4G26210,0.187466564882441,AT4G26210
AT4G26220,0.534184320192113,AT4G26220
AT4G26230,0.223427110365052,AT4G26230
AT4G26240,0.160154635969618,AT4G26240
AT4G26250,0.794916555866421,AT4G26250
AT4G26260,0.705895513025599,AT4G26260
AT4G26270,0.328282410138994,AT4G26270
AT4G26280,0.841337737825219,AT4G26280
AT4G26288,0.424195639514399,AT4G26288
AT4G26290,NA,AT4G26290
AT4G26300,0.0870466872419517,AT4G26300
AT4G26310,0.12335316295529,AT4G26310
AT4G26320,0.820213585840295,AT4G26320
AT4G26330,0.747598862874809,AT4G26330
AT4G26340,0.884764711484382,AT4G26340
AT4G26350,0.955541431883105,AT4G26350
AT4G26370,0.228620837650858,AT4G26370
AT4G26380,0.87216866341156,AT4G26380
AT4G26390,0.710793755469099,AT4G26390
AT4G26400,0.405482313922853,AT4G26400
AT4G26410,0.214850957434205,AT4G26410
AT4G26415,0.472109202064162,AT4G26415
AT4G26420,0.720003833410097,AT4G26420
AT4G26430,0.222712065154253,AT4G26430
AT4G26440,0.779561065108448,AT4G26440
AT4G26450,0.120443800966639,AT4G26450
AT4G26455,0.163583563884438,AT4G26455
AT4G26466,0.785205331553412,AT4G26466
AT4G26460,0.802074004215962,AT4G26460
AT4G26470,0.543445182264848,AT4G26470
AT4G26480,0.128060319857707,AT4G26480
AT4G26483,0.909383995136192,AT4G26483
AT4G26485,0.825513751133826,AT4G26485
AT4G26490,0.373670010830313,AT4G26490
AT4G26510,0.197807947572424,AT4G26510
AT4G26500,NA,AT4G26500
AT4G26520,0.229309782548,AT4G26520
AT4G26530,0.386845563319328,AT4G26530
AT4G26540,0.233285677313356,AT4G26540
AT4G26550,0.150830153792467,AT4G26550
AT4G26555,0.193461544499912,AT4G26555
AT4G26560,0.863441548443189,AT4G26560
AT4G26570,0.242266723674348,AT4G26570
AT4G26580,0.524576805135371,AT4G26580
AT4G26590,0.37016685494052,AT4G26590
AT4G26600,0.229357897392201,AT4G26600
AT4G26610,0.110373984889424,AT4G26610
AT4G26620,0.0982694029627765,AT4G26620
AT4G26630,0.0527990708711672,AT4G26630
AT4G26640,0.112686984277684,AT4G26640
AT4G26650,0.381071464320786,AT4G26650
AT4G26660,0.324815943905502,AT4G26660
AT4G26670,0.208462798148253,AT4G26670
AT4G26680,0.142503910217625,AT4G26680
AT4G26690,0.16995226562462,AT4G26690
AT4G26700,0.206862416572671,AT4G26700
AT4G26701,0.827916792529557,AT4G26701
AT4G26710,0.190933152705115,AT4G26710
AT4G26720,0.134181476095124,AT4G26720
AT4G26730,0.950896857900517,AT4G26730
AT4G26740,0.871735648644832,AT4G26740
AT4G26750,0.227958660347211,AT4G26750
AT4G26760,0.237555312475718,AT4G26760
AT4G26770,0.713706253984287,AT4G26770
AT4G26780,0.337881946620684,AT4G26780
AT4G26790,0.279599743184892,AT4G26790
AT4G26800,0.270549357066824,AT4G26800
AT4G26810,0.279313170250107,AT4G26810
AT4G26820,0.925712025753043,AT4G26820
AT4G26830,0.691286915141043,AT4G26830
AT4G26840,0.182426483193422,AT4G26840
AT4G26850,0.278137048773546,AT4G26850
AT4G26860,0.239722612082438,AT4G26860
AT4G26870,0.103983423028645,AT4G26870
AT4G26880,0.933496471192695,AT4G26880
AT4G26890,0.485800924081915,AT4G26890
AT4G26900,0.1018500496094,AT4G26900
AT4G26910,0.182530203420388,AT4G26910
AT4G26920,0.896969091134245,AT4G26920
AT4G26930,0.804123618812081,AT4G26930
AT4G26940,0.172756453758671,AT4G26940
AT4G26950,0.563626990884314,AT4G26950
AT4G26960,0.491848976447117,AT4G26960
AT4G26965,0.13657411176435,AT4G26965
AT4G26970,0.173196884310155,AT4G26970
AT4G26980,0.20693538190386,AT4G26980
AT4G26990,0.400382862749982,AT4G26990
AT4G27000,0.112241039840382,AT4G27000
AT4G27010,0.208960784464653,AT4G27010
AT4G27020,0.334322566331728,AT4G27020
AT4G27030,0.385519728164706,AT4G27030
AT4G27040,0.157531882160545,AT4G27040
AT4G27050,0.0827197636414067,AT4G27050
AT4G27060,0.106016821909867,AT4G27060
AT4G27070,0.392351543807059,AT4G27070
AT4G27080,0.107566341339858,AT4G27080
AT4G27090,0.174094786646481,AT4G27090
AT4G27100,0.364265091499746,AT4G27100
AT4G27110,0.866293211193814,AT4G27110
AT4G27120,0.147784878463451,AT4G27120
AT4G27130,0.236129937074943,AT4G27130
AT4G27140,0.861190218140471,AT4G27140
AT4G27150,0.858927057598525,AT4G27150
AT4G27160,0.862697704287222,AT4G27160
AT4G27170,0.856284810142655,AT4G27170
AT4G27180,0.12517661515595,AT4G27180
AT4G27190,0.850159842006325,AT4G27190
AT4G27220,0.603970779372829,AT4G27220
AT4G27230,0.204818115722473,AT4G27230
AT4G27240,0.224737606918749,AT4G27240
AT4G27250,0.605896974853458,AT4G27250
AT4G27260,0.306630056718982,AT4G27260
AT4G27270,0.309189163326322,AT4G27270
AT4G27280,0.232022651683021,AT4G27280
AT4G27290,0.803089593351617,AT4G27290
AT4G27300,0.569902722494492,AT4G27300
AT4G27310,0.398319963755343,AT4G27310
AT4G27320,0.187728178698295,AT4G27320
AT4G27330,0.854336866116746,AT4G27330
AT4G27340,0.163985504339936,AT4G27340
AT4G27350,0.492817104014773,AT4G27350
